EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,
676505,MENDOCINO CO.,ROCKPORT,1/9/2017,1430,Heavy Rain, , ,0,0,3000000,0,CA,PST-8, ,113112,C,45,EKA,0,0,Department of Highways, , , ,2,SSE,2,SSE,ROCKPORT,39.7176,-123.8018,39.7176,-123.8018,Multiple areas of bluff erosion and drainage issues along Highway 1 from post mile 78 to 84.,"Another cold system brought another round of high elevation snow to the region, particularly in Trinity County. This storm system was then followed by a series of wet systems with heavy rain resulting in small stream, urban, and river flooding. The contrasting temperatures from the previous cold systems and saturated ground caused numerous rock and land slides across the region. Also, in addition to the heavy rain, strong coastal and ridge winds resulted in closed roads and power outages.",103,,
676506,MENDOCINO CO.,ALBION,1/9/2017,1430,Heavy Rain, , ,0,0,400000,0,CA,PST-8, ,113112,C,45,EKA,0,0,Department of Highways, , , ,2,SE,2,SE,ALBION,39.1977,-123.7483,39.1977,-123.7483,Multiple drainage issues near the Navarro River along Highway 1 and a log jam under the bridge requiring removal.,"Another cold system brought another round of high elevation snow to the region, particularly in Trinity County. This storm system was then followed by a series of wet systems with heavy rain resulting in small stream, urban, and river flooding. The contrasting temperatures from the previous cold systems and saturated ground caused numerous rock and land slides across the region. Also, in addition to the heavy rain, strong coastal and ridge winds resulted in closed roads and power outages.",104,,
676528,MENDOCINO CO.,FARLEY,1/17/2017,1430,Heavy Rain, , ,0,0,2000000,0,CA,PST-8, ,113092,C,45,EKA,0,0,Department of Highways, , , ,1,ENE,1,ENE,FARLEY,39.6396,-123.349,39.6396,-123.349,Culvert failure and slipouts from mile post 16 to 23 on Highway 162.,Another series of strong storms brought more flooding rains and strong coastal and ridge tops winds to the region. More rock and land slides occurred on primary and secondary highways and trees once again fell during periods of strong winds closing roads and causing power outages.,105,,
682307,MENDOCINO CO.,CUMMINGS,1/17/2017,1430,Heavy Rain, , ,0,0,4500000,0,CA,PST-8, ,113092,C,45,EKA,0,0,Department of Highways, , , ,0,NW,0,NW,CUMMINGS,39.8323,-123.6326,39.8323,-123.6326,Large landslide and drainage issues near mile post 87 on Highway 101. Slide reported on January 25th and was caused by the heavy rain earlier in the month.,Another series of strong storms brought more flooding rains and strong coastal and ridge tops winds to the region. More rock and land slides occurred on primary and secondary highways and trees once again fell during periods of strong winds closing roads and causing power outages.,106,,
675414,MARIPOSA CO.,ELLIOTT CORNER,1/20/2017,700,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113002,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Trained Spotter reported a 24 hour rainfall report of 1.14 inches near Ponderosa Basin in Mariposa County.,"A nearly stationary cold low pressure system from the Pacific Northwest moved into central California and tropical moisture being fed from the Pacific with a continued  atmospheric river set-up, brought thunderstorms and heavy rainfall to the Sierra Nevada Mountains and Foothills and parts of the San Joaquin Valley over several days. Small pea-sized hail was also reported with some of the thunderstorms.",107,,
675417,MARIPOSA CO.,ELLIOTT CORNER,1/21/2017,815,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113002,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Trained Spotter reported a 24 hour rainfall total of 2.04 inches near Ponderosa Basin in Mariposa County.,"A nearly stationary cold low pressure system from the Pacific Northwest moved into central California and tropical moisture being fed from the Pacific with a continued  atmospheric river set-up, brought thunderstorms and heavy rainfall to the Sierra Nevada Mountains and Foothills and parts of the San Joaquin Valley over several days. Small pea-sized hail was also reported with some of the thunderstorms.",108,,
675418,MADERA CO.,CHOWCHILLA ARPT,1/21/2017,823,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113002,C,39,HNX,0,0,Public, , , ,1,S,1,S,CHOWCHILLA ARPT,37.11,-120.25,37.11,-120.25,Public report of a 24 hour rainfall total of 0.11 inches near Chowchilla in Madera County.,"A nearly stationary cold low pressure system from the Pacific Northwest moved into central California and tropical moisture being fed from the Pacific with a continued  atmospheric river set-up, brought thunderstorms and heavy rainfall to the Sierra Nevada Mountains and Foothills and parts of the San Joaquin Valley over several days. Small pea-sized hail was also reported with some of the thunderstorms.",109,,
677756,MADERA CO.,CHOWCHILLA ARPT,1/23/2017,800,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113267,C,39,HNX,0,0,Trained Spotter, , , ,1,S,1,S,CHOWCHILLA ARPT,37.11,-120.25,37.11,-120.25,Trained spotteer report of measured 24 hour rainfall total of 0.45 inches in Chowchilla.,Colder air moving behind a low pressure system allowed an increase in instability across the San Joaquin Valley which created thunderstorms with heavy rains. Heavy rains coupled with already saturated soils caused some flooding of roads and low lying areas.,110,,
677758,MADERA CO.,ONEALS,1/23/2017,900,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113267,C,39,HNX,0,0,Trained Spotter, , , ,3,WSW,3,WSW,ONEALS,37.12,-119.76,37.12,-119.76,Trained spotter report of measured 24 hour rainfall total of 0.93 inches south of Yosemite Lakes.,Colder air moving behind a low pressure system allowed an increase in instability across the San Joaquin Valley which created thunderstorms with heavy rains. Heavy rains coupled with already saturated soils caused some flooding of roads and low lying areas.,111,,
679312,MARIPOSA CO.,ELLIOTT CORNER,2/3/2017,1100,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113473,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Trained spotter report of 24 hour rainfall total of 0.75 inches near Ponderosa Basin in Mariposa County.,Tropical influx jet pushed into central California ahead of a cold front created heavy rains which were enhanced by orographical lifting with the Sierra Mountains.,112,,
679313,MARIPOSA CO.,ELLIOTT CORNER,2/3/2017,1335,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113473,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Trained Spotter report of a one hour rainfall total of 0.75 inches along with some small hail near Ponderosa Basin in Mariposa County.,Tropical influx jet pushed into central California ahead of a cold front created heavy rains which were enhanced by orographical lifting with the Sierra Mountains.,113,,
682317,MENDOCINO CO.,BOONVILLE MUNI ARPT,2/9/2017,100,Heavy Rain, , ,0,0,1700000,0,CA,PST-8, ,113908,C,45,EKA,0,0,Department of Highways, , , ,7,ENE,7,ENE,BOONVILLE MUNI ARPT,39.0475,-123.2625,39.0475,-123.2625,"Failed culverts, sinks, pushups, and slipouts along Highway 253 between Boonville and Ukiah.","A series of storm systems brought more heavy rain to Northwest California from February 6th through the 11th. With the ground already saturated from a very wet December and January, rivers rose sharply and reached stages not seen since 2005 in a few locations. Area roads were once again impacted with several more slip outs and landslides occurring. Additionally, each storm system brought bouts of strong winds which resulted in power outages and tree damage.",114,,
682697,MARIPOSA CO.,ELLIOTT CORNER,2/9/2017,745,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113990,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Trained Spotter near Ponderosa Basin in Mariposa County reported a 24 hour rainfall total of 1.66 inches. Also reported a season total of 55.56 inches.,"A low pressure system spread moisture into Merced County and into Yosemite Park on on the evening of February 9. This system moved southward on the morning of the 10th spreading heavy precipitation across the Yosemite Park area, the Mariposa County foothills and the rural areas of Merced County to the southeast of Merced. Some thunderstorms broke out that afternoon bringing additional heavy rainfall to the central San Joaquin Valley. Snow levels were around 8000 feet on the 10th lowering to around 6500 feet in Yosemite Park on the afternoon of the 11th in a cooler and showery airmass.",115,,
682313,MENDOCINO CO.,CASPAR,2/15/2017,1300,Heavy Rain, , ,0,0,1250000,0,CA,PST-8, ,113909,C,45,EKA,0,0,Department of Highways, , , ,1,NNE,1,NNE,CASPAR,39.3843,-123.8104,39.3843,-123.8104,Culvert failure and sink along Highway 1 from mile post 34 to 38.,Heavy rain spread over Northwest California from February 15th into the 16th causing more landslides and minor flooding across the region.,116,,
682314,MENDOCINO CO.,CUMMINGS,2/15/2017,1300,Heavy Rain, , ,0,0,6000000,0,CA,PST-8, ,113909,C,45,EKA,0,0,Department of Highways, , , ,0,NW,0,NW,CUMMINGS,39.8337,-123.6355,39.8337,-123.6355,Slipout of off ramp from Highway 101 to 271 near Highway 101 mile post 84. Additional landslide covering route 271 between mile post 0 and 4.,Heavy rain spread over Northwest California from February 15th into the 16th causing more landslides and minor flooding across the region.,117,,
682315,MENDOCINO CO.,PIERCY,2/15/2017,1300,Heavy Rain, , ,0,0,1200000,0,CA,PST-8, ,113909,C,45,EKA,0,0,Department of Highways, , , ,4,SSE,4,SSE,PIERCY,39.933,-123.7692,39.933,-123.7692,Rock slide onto Highway 101 near mile post 97 requiring the installation of a permanent large rock fence.,Heavy rain spread over Northwest California from February 15th into the 16th causing more landslides and minor flooding across the region.,118,,
682719,MARIPOSA CO.,ELLIOTT CORNER,2/18/2017,800,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113993,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Trained spotter report of measured 24 hour rainfall total of 2.89 inches in Ponderosa Basin.,"A series of strong low pressure systems accompanied with tropical moisture influxes brought strong winds, heavy rainfall, flooding, debris flows, funnel cloud reports, and high elevation snows to the central California region. Precipitation was enhanced at times by orographical lifting.",119,,
682720,MARIPOSA CO.,ELLIOTT CORNER,2/20/2017,800,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113993,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Trained spotter report of measured 24 hour rainfall total of 1.42 inches near Ponderosa Basin in Mariposa County. Also reported a seasonal precipitation total from July 1st of 62.93 inches.,"A series of strong low pressure systems accompanied with tropical moisture influxes brought strong winds, heavy rainfall, flooding, debris flows, funnel cloud reports, and high elevation snows to the central California region. Precipitation was enhanced at times by orographical lifting.",120,,
693036,MARIPOSA CO.,ELLIOTT CORNER,4/17/2017,2355,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,115413,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,A trained spotter reported heavy rainfall in Ponderosa Basin on the morning of April 18th.,"A low pressure system moved into Central California on the afternoon of the 16th then stalled over the area on the 17th before moving out on the 18th. A cold front associated with this system brought scattered thunderstorms on the afternoon of the 18th. Snow was mainly confined to elevations above 8000 feet, but several locations in the Southern Sierra Nevada and adjacent foothills reported 48 hour rainfall totals between 1 and 2.5 inches. Several inches of new snowfall fell at elevations above 9000 feet. Most of the San Joaquin Valley and Kern County Mountains received between a quarter and half an inch of rain from this event.",121,,
706849,MARIPOSA CO.,ELLIOTT CORNER,6/11/2017,1600,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,117519,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,A spotter in Ponderosa Basin reported 24 hour rainfall total of 1.00. Most of this fell during the evening of June 11 through the early morning of June 12.,"A cold upper low pressure system deepened over the Pacific Northwest on June 10 pushing a strong cold front through Central California on the morning of June 11 resulting in a period of strong winds over the Kern County Mountains and Deserts from the afternoon of June 10 through the evening of June 11.  This system also produced widespread rainfall over the area from the afternoon of June 11 through the morning of June 12 as an unseasonably cool and unstable airmass prevailed over the area. Rainfall amounts were generally light (a tenth of an inch or less); however, but snow was observed as low as 6000 feet over the mountains and up to 3 inches of new snow fell over the highest elevations of the Southern Sierra Nevada.",122,,
715332,MARIPOSA CO.,YOSEMITE LODGE,8/2/2017,1325,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,119101,C,43,HNX,0,0,Mesonet, , , ,6,NNW,6,NNW,YOSEMITE LODGE,37.85,-119.61,37.85,-119.61,The White Wolf RAWS measured 1.02 inches of rainfall from a slow moving thunderstorm.,"A moist east-southeast flow prevailed over Central California in early August as persistent strong high pressure was centered over the Great Basin.  As a result, a surge of tropical moisture spread into the area between the afternoon of August 2 and the early morning of August 4. Showers and thunderstorms were prevalent over the mountains, Kern County Deserts and south end of the San Joaquin Valley on August 2 and into the Central San Joaquin Valley on the evening of August 3 and into the morning of August 4.  Slow moving thunderstorms produced flash flooding in the Tehachapi area during the afternoon of August 3.",123,,
717858,MARIPOSA CO.,YOSEMITE VLG,8/18/2017,1545,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,119683,C,43,HNX,0,0,COOP Observer, , , ,1,W,1,W,YOSEMITE VLG,37.749,-119.5946,37.749,-119.5946,A slow moving thunderstorm produced 1.27 inches of rainfall in one hour at Yosemite Valley. Pea sized hail was also reported.,"A persistent low pressure system off the Southern California Coast produced enough instability for thunderstorms to develop over the Southern Sierra Nevada each afternoon between August 17 and August 23.  On the afternoon of the 18th, some slow moving thunderstorms produced heavy rainfall over Yosemite National Park which resulted in flash flooding in Yosemite Valley.",124,,
734732,MARIPOSA CO.,ELLIOTT CORNER,3/1/2018,800,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,122582,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,A trained spotted measured 3.41 inches of liquid precipitation near Lush Meadows. 1.5 inches of new snow was measured after the precipitation changed from rain to snow.,A large cold upper low pressure area dropped southeast from the Gulf of Alaska to off the Pacific Northwest coast by the morning of March 1. Several bands of precipitation associated with this system pushed through Central California between the morning of March 1 and the afternoon of March 3. Significant rainfall impacted much of the area during this time frame with several reporting stations in the Southern Sierra Nevada from Fresno County northward picking up more than 2 inches of rainfall with a few locations picking up more than 5 inches of rain. Between 2 and 4 feet of snow fell over the higher elevations of the Southern Sierra Nevada from Fresno County northward during this 60 hour period while some light snowfall fell over the Kern County Mountains and Southern Sierra Foothills on March 3 as the snow level lowered to around 3000 feet.,125,,
747665,LASSEN CO.,MILFORD,3/13/2018,400,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,124606,C,35,REV,0,0,Mesonet, , , ,2,SSE,2,SSE,MILFORD,40.1417,-120.3533,40.1417,-120.3533,"Mesonet station LAFC1, 6 miles south of Honey Lake reported 0.60 inches of rain from 13 March 0400PST to 14 March 0510PST.","A slow moving upper level low dug into the western CONUS the 13th and moved inland over northern California and Nevada by the 17th. Shortwaves embedded in this low initially brought rain and high elevation snow to the Sierra Nevada and eastern California. Colder air beneath the upper low allowed snow levels to fall, bringing widespread snow to the Sierra and eastern California by the 16th.",126,,
748471,LASSEN CO.,(SVE)SUSANVILLE MUNI,3/13/2018,815,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,124606,C,35,REV,0,0,Trained Spotter, , , ,6,SSE,6,SSE,(SVE)SUSANVILLE MUNI,40.2998,-120.5264,40.2998,-120.5264,Trained weather spotter 6 miles south-southeast of Susanville reported 1.08 inches of rain from 0815PST to 2015PST 13 March.,"A slow moving upper level low dug into the western CONUS the 13th and moved inland over northern California and Nevada by the 17th. Shortwaves embedded in this low initially brought rain and high elevation snow to the Sierra Nevada and eastern California. Colder air beneath the upper low allowed snow levels to fall, bringing widespread snow to the Sierra and eastern California by the 16th.",127,,
734740,MARIPOSA CO.,FISH CAMP,3/13/2018,2314,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,122663,C,43,HNX,0,0,Law Enforcement, , , ,1,SW,1,SW,FISH CAMP,37.4723,-119.6403,37.4723,-119.6403,California Highway Patrol reported State Highway 41 was closed due to rocks blocking the road. Fish Camp measured 1.65 inches of rain on March 13.,"An upper low pressure system strengthened off the Pacific Northwest coast on March 12. This system spread moisture into Central California on March 13 and 14 as a deep upper trough slowly pushed east across the region. Scattered thunderstorms developed during the afternoon of March 13, and one strong thunderstorm which developed in the Southern Sierra Foothills in Tulare County produced heavy rainfall which resulted in Flash Flooding and mudslides near the Pier Fire burn scar near Springville. Mudslides were also reported near the Detwiler Fire burn scar near Mariposa. Several locations in the southern Sierra Nevada measure between an inch to two inches of rainfall. Several inches of new snow fell over the higher elevations of the Southern Sierra Nevada and Tehachapi Mountains with the snow level lowering to 5000 feet on the 14th.",128,,
748923,LASSEN CO.,WESTWOOD,3/20/2018,656,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,124821,C,35,REV,0,0,Mesonet, , , ,5,E,5,E,WESTWOOD,40.3059,-120.9033,40.3059,-120.9033,"Mesonet station WWDC1, 4 miles south-southwest of Fredonyer Pass reported 2.06 inches of storm total rainfall from 20 March 0656PST to 23 March 0656PST.","The first part of this storm consisted of warm air advection precipitation that spread through the northern Sierra. Moist upslope flow brought precipitation into Mono County at the same time. The second part of this storm moved into the Sierra Nevada on the 21st and 22nd in the form of a fairly significant atmospheric river, tapping a deep plume of moisture moving in from the Eastern Pacific.",129,,
748874,LASSEN CO.,JOHNSTONVILLE,3/20/2018,700,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,124821,C,35,REV,0,0,Mesonet, , , ,1,W,1,W,JOHNSTONVILLE,40.3778,-120.5967,40.3778,-120.5967,"Mesonet station D2000, 3 east-southeast of Susanville reported 1.49 inches of storm total rainfall from 20 March 0700PST to 23 March 0700PST.","The first part of this storm consisted of warm air advection precipitation that spread through the northern Sierra. Moist upslope flow brought precipitation into Mono County at the same time. The second part of this storm moved into the Sierra Nevada on the 21st and 22nd in the form of a fairly significant atmospheric river, tapping a deep plume of moisture moving in from the Eastern Pacific.",130,,
748868,LASSEN CO.,SUSANVILLE,3/20/2018,1129,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,124821,C,35,REV,0,0,Trained Spotter, , , ,6,WNW,6,WNW,SUSANVILLE,40.4532,-120.7554,40.4532,-120.7554,Trained weather spotter 6 miles west-northwest of Susanville reported storm total rainfall of 4.52 inches from 20 March 1129PST to 23 March 1129PST.,"The first part of this storm consisted of warm air advection precipitation that spread through the northern Sierra. Moist upslope flow brought precipitation into Mono County at the same time. The second part of this storm moved into the Sierra Nevada on the 21st and 22nd in the form of a fairly significant atmospheric river, tapping a deep plume of moisture moving in from the Eastern Pacific.",131,,
743146,MENDOCINO CO.,NASHMEAD,3/22/2018,800,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,123766,C,45,EKA,0,0,Trained Spotter, , , ,3,WSW,3,WSW,NASHMEAD,39.81,-123.48,39.81,-123.48,Six hour rain total of 2.4 inches.,"A late season atmospheric river impacted northwest California during late March. Localized flooding, rock slides, and high elevation snowfall were observed.",132,,
748144,MENDOCINO CO.,PHILO,4/5/2018,1500,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,124698,C,45,EKA,0,0,Law Enforcement, , , ,2,WNW,2,WNW,PHILO,39.08,-123.47,39.08,-123.47,Estimated 2.5 inches of rain. Report of water over roadway with numerous vehicles hydroplaning.,"A strong upper-level storm system impacted the Pacific Northwest during the first week of April. This storm system, combined with moist westerly flow encountering the coastal mountains, resulted in heavy rainfall over Northwest California.",133,,
748147,MENDOCINO CO.,ARNOLD,4/5/2018,1500,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,124698,C,45,EKA,0,0,Law Enforcement, , , ,1,SSE,1,SSE,ARNOLD,39.5,-123.37,39.5,-123.37,Estimated 2.5 inches of rain. Two to three inches of water over roadway leading to vehicular hydroplaning.,"A strong upper-level storm system impacted the Pacific Northwest during the first week of April. This storm system, combined with moist westerly flow encountering the coastal mountains, resulted in heavy rainfall over Northwest California.",134,,
754002,LASSEN CO.,KARLO,4/6/2018,640,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,125394,C,35,REV,0,0,Mesonet, , , ,9,WNW,9,WNW,KARLO,40.6233,-120.4778,40.6233,-120.4778,"Mesonet station HLKC1, 13 miles south-southwest of Ravendale (5100 feet) reported 1.07 inches of rainfall in a 24 hour period from 6 April 0640PST to 7 April 0640PST.","A very warm and wet atmospheric river approached the west coast of the CONUS on the 5th, which brought gusty winds and significant rains to the Sierra and eastern California the 6th through the 7th. Rainfall totals during this event ranged from 1 to 2 inches in much of northeast California and the lower elevations of the northern Sierra. In the higher elevations, up to 4 inches of rain was reported. In Mono County, liquid totals were mainly less than two-thirds of an inch in the valleys, but the higher elevations of the Sierra saw from 1.50 inches to as much as 3 inches.",135,,
754001,LASSEN CO.,SUSANVILLE,4/6/2018,700,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,125394,C,35,REV,0,0,CoCoRaHS, , , ,4,SSW,4,SSW,SUSANVILLE,40.36,-120.67,40.36,-120.67,"CoCoRaHS station CA-LS-2, 3 miles south-southwest of Susanville reported 1.12 inches of rainfall in a 24 hour period from 6 April 0700PST to 7 April 0700PST.","A very warm and wet atmospheric river approached the west coast of the CONUS on the 5th, which brought gusty winds and significant rains to the Sierra and eastern California the 6th through the 7th. Rainfall totals during this event ranged from 1 to 2 inches in much of northeast California and the lower elevations of the northern Sierra. In the higher elevations, up to 4 inches of rain was reported. In Mono County, liquid totals were mainly less than two-thirds of an inch in the valleys, but the higher elevations of the Sierra saw from 1.50 inches to as much as 3 inches.",136,,
754000,LASSEN CO.,MILFORD,4/6/2018,709,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,125394,C,35,REV,0,0,Mesonet, , , ,4,ENE,4,ENE,MILFORD,40.2,-120.3,40.2,-120.3,"Mesonet station D5697, 3 miles east-southeast of Honey Lake (elevation 4259 feet) reported 1.56 inches of rainfall in a 24 hour period from 6 April 0709PST to 7 April 0709PST.","A very warm and wet atmospheric river approached the west coast of the CONUS on the 5th, which brought gusty winds and significant rains to the Sierra and eastern California the 6th through the 7th. Rainfall totals during this event ranged from 1 to 2 inches in much of northeast California and the lower elevations of the northern Sierra. In the higher elevations, up to 4 inches of rain was reported. In Mono County, liquid totals were mainly less than two-thirds of an inch in the valleys, but the higher elevations of the Sierra saw from 1.50 inches to as much as 3 inches.",137,,
753998,LASSEN CO.,CLEAR CREEK,4/6/2018,713,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,125394,C,35,REV,0,0,Mesonet, , , ,0,SSW,0,SSW,CLEAR CREEK,40.2942,-121.0523,40.2942,-121.0523,"Mesonet station AT488, 2 miles west of Westwood (elevation 4944 feet) reported 1.86 inches of rainfall in a 24 hour period from 6 April 0713PST to 7 April 0713PST.","A very warm and wet atmospheric river approached the west coast of the CONUS on the 5th, which brought gusty winds and significant rains to the Sierra and eastern California the 6th through the 7th. Rainfall totals during this event ranged from 1 to 2 inches in much of northeast California and the lower elevations of the northern Sierra. In the higher elevations, up to 4 inches of rain was reported. In Mono County, liquid totals were mainly less than two-thirds of an inch in the valleys, but the higher elevations of the Sierra saw from 1.50 inches to as much as 3 inches.",138,,
753999,LASSEN CO.,SUSANVILLE,4/6/2018,1043,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,125394,C,35,REV,0,0,Trained Spotter, , , ,6,SSE,6,SSE,SUSANVILLE,40.3398,-120.6064,40.3398,-120.6064,Trained weather spotter 6 miles south-southeast of Susanville measured 1.61 inches of rainfall in a 24 hour period from 6 April 1043PST to 7 April 1043PST.,"A very warm and wet atmospheric river approached the west coast of the CONUS on the 5th, which brought gusty winds and significant rains to the Sierra and eastern California the 6th through the 7th. Rainfall totals during this event ranged from 1 to 2 inches in much of northeast California and the lower elevations of the northern Sierra. In the higher elevations, up to 4 inches of rain was reported. In Mono County, liquid totals were mainly less than two-thirds of an inch in the valleys, but the higher elevations of the Sierra saw from 1.50 inches to as much as 3 inches.",139,,
754003,LASSEN CO.,EAGLE LAKE RESORT,4/6/2018,1044,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,125394,C,35,REV,0,0,Trained Spotter, , , ,6,NNE,6,NNE,EAGLE LAKE RESORT,40.66,-120.78,40.66,-120.78,Trained weather spotter 1 mile north of Spaulding reported 1.01 inches of rainfall in a 24 hour period from 6 April 1044PST to 7 April 1044PST.,"A very warm and wet atmospheric river approached the west coast of the CONUS on the 5th, which brought gusty winds and significant rains to the Sierra and eastern California the 6th through the 7th. Rainfall totals during this event ranged from 1 to 2 inches in much of northeast California and the lower elevations of the northern Sierra. In the higher elevations, up to 4 inches of rain was reported. In Mono County, liquid totals were mainly less than two-thirds of an inch in the valleys, but the higher elevations of the Sierra saw from 1.50 inches to as much as 3 inches.",140,,
739058,MARIPOSA CO.,CATHEYS VLY,4/7/2018,230,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,123286,C,43,HNX,0,0,Public, , , ,2,NE,2,NE,CATHEYS VLY,37.45,-120.07,37.45,-120.07,Public report of 0.87 inches of rainfall in the previous 4 hours and 1.49 inches of rainfall in the previous 24 hours.,April 2018 began with high pressure over the region which kept a dry airmass and much warmer than normal temperatures over the area. An upper trough off the Pacific Northwest coast pulled a deep plume of tropical moisture northward and brought periods of moderate to heavy precipitation to the area from the late evening of April 6 through the afternoon of April 7. This system was unusually warm for early April and snow levels were above 11000 feet for most of the duration of this event. Several stations over the higher elevations of the Southern Sierra Nevada measured between 2 and 3 inches of rain which resulted in accelerated snow melt and rapid runoff into the rivers over the higher elevations. River flooding was reported along the Merced River above New Exchequer Dam and several roads in Yosemite National Park were closed as a result. In addition there were reports of minor roadway flooding and rock slides in the Southern Sierra Foothills near Mariposa and over the higher Sierras south of Yosemite Park. Flooding was also reported in the Merced area and near Livingston during the morning of April 7. This storm also produced strong wind gusts over the Kern County Mountains and Deserts with several indicator sites reporting wind gusts above 60 mph.,141,,
748170,MARIPOSA CO.,YOSEMITE NATL PARK,5/14/2018,1500,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,124712,C,43,HNX,1,1,Social Media, , , ,1,ESE,1,ESE,YOSEMITE NATL PARK,37.746,-119.5333,37.746,-119.5333,Report on Twitter that a hiker on the cables of Half Dome in Yosemite National Park slipped and fell off of the cables during a thunderstorm. The hiker was found dead from the fall the next day after a search and rescue was performed.,Isolated thunderstorms developed over the higher elevations of the Southern Sierra Nevada during the afternoon of May 21. A hiker on the cables of Half Dome in Yosemite National Park slipped and fell off of the cables during a thunderstorm while the surface was wet at around 330 pm PST. The nearest weather station reported 0.32 inches of rainfall between 300 pm PST and 400 pm PST.,142,,
762276,LASSEN CO.,CREST,5/16/2018,500,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,127166,C,35,REV,0,0,RAWS, , , ,3,E,3,E,CREST,40.7312,-120.3166,40.7312,-120.3166,"Ravendale RAWS, 5 miles south-southeast of Ravendale (elevation 5450 feet) reported 0.62 inches of rainfall in a 24-hour period from 16 May 0500PST to 17 May 0500PST.",A broad area of upper level low pressure moved into the western part of the U.S. on the 16th and persisted through the 17th. Bands of moderate to heavy rain developed north of the main center of the low stretching across the northern Sierra and into far western Nevada on the 16th.,143,,
